LOCATION,SUBJECT,TIME,Value,CO2
AUS,POULTRY,2020,45.7468517415389,280.7193175048978
AUS,POULTRY,2021,45.817024522869396,281.1499232085167
AUS,POULTRY,2022,45.9749852692064,282.11922778831195
AUS,POULTRY,2023,46.07375154456661,282.7252935689315
AUS,POULTRY,2024,46.208169569307096,283.5501314480208
AUS,POULTRY,2025,46.3064188171761,284.15302455994424
AUS,POULTRY,2026,46.337915623905495,284.34630041942006
AUS,SHEEP,1990,18.8617762791538,514.4120803405582
AUS,SHEEP,1991,19.262385479981397,525.3377858176744
AUS,SHEEP,1992,17.821593857177398,486.0434688321108
AUS,SHEEP,1993,17.3567573636176,473.3661099168436
AUS,SHEEP,1994,18.36657075326,500.906475088909
AUS,SHEEP,1995,15.0054552243366,409.2396879364527
AUS,SHEEP,1996,14.691126539195096,400.6670874325935
AUS,SHEEP,1997,14.9601957593084,408.00533889022904
AUS,SHEEP,1998,15.3753393687108,419.3274373284763
AUS,SHEEP,1999,15.154361146956902,413.30075855337
AUS,SHEEP,2000,16.2687688577284,443.69369611986536
AUS,SHEEP,2001,14.888963548364599,406.06264222812536
AUS,SHEEP,2002,13.6993296240491,373.61808065588446
AUS,SHEEP,2003,12.084480409946599,329.576738453089
AUS,SHEEP,2004,11.9209520531886,325.11687417787084
AUS,SHEEP,2005,11.9354691286626,325.5127944180709
AUS,SHEEP,2006,12.3222789808984,336.0621540245018
AUS,SHEEP,2007,12.5508735243397,342.29655066380997
AUS,SHEEP,2008,10.9723322610189,299.2454253005154
AUS,SHEEP,2009,10.3241440077094,281.5675638466199
AUS,SHEEP,2010,8.96986144787034,244.63258494191834
AUS,SHEEP,2011,8.04446178317268,219.39441226834577
AUS,SHEEP,2012,8.72010501467677,237.82104585482097
AUS,SHEEP,2013,8.71690116458266,237.73366812498165
AUS,SHEEP,2014,8.107499585507,221.1136250592818
AUS,SHEEP,2015,9.33154287415808,254.49662384067489
AUS,SHEEP,2016,8.55036538777498,233.19178330295398
AUS,SHEEP,2017,8.537929538225029,232.85262376977352
AUS,SHEEP,2018,8.72152694508446,237.85982577503069
AUS,SHEEP,2019,8.70367891742115,237.3730613842132
AUS,SHEEP,2020,8.67055981573212,236.46981315633056
AUS,SHEEP,2021,8.643369282704901,235.72825316467907
AUS,SHEEP,2022,8.606748726631428,234.72951072631167
AUS,SHEEP,2023,8.57506829497304,233.86549895381015
AUS,SHEEP,2024,8.54705648817629,233.10154058662607
AUS,SHEEP,2025,8.525495271234519,232.51350739730503
AUS,SHEEP,2026,8.57996534914565,233.99905497669954
CAN,BEEF,1990,24.89209194850489,1642.8780686013229
CAN,BEEF,1991,24.34673793934211,1606.8847039965794
CAN,BEEF,1992,23.721475780196705,1565.6174014929827
CAN,BEEF,1993,22.699236192589503,1498.1495887109074
CAN,BEEF,1994,23.117813318070397,1525.7756789926464
CAN,BEEF,1995,23.201232458817202,1531.2813422819356
CAN,BEEF,1996,22.9445473738053,1514.34012667115
CAN,BEEF,1997,23.006825461888,1518.450480484608
CAN,BEEF,1998,23.2836806772354,1536.7229246975367
CAN,BEEF,1999,23.707786953255,1564.7139389148301
CAN,BEEF,2000,23.3240590982259,1539.3879004829093
CAN,BEEF,2001,22.4189050981461,1479.647736477643
CAN,BEEF,2002,22.3359186862219,1474.1706332906454
CAN,BEEF,2003,23.574155605954104,1555.894269992971
CAN,BEEF,2004,22.6374091430503,1494.0690034413199
CAN,BEEF,2005,21.9314675944915,1447.4768612364392
CAN,BEEF,2006,21.6617471991267,1429.6753151423623
CAN,BEEF,2007,22.1109311181384,1459.3214537971346
CAN,BEEF,2008,21.456898650299607,1416.1553109197741
CAN,BEEF,2009,20.433579613257802,1348.616254475015
CAN,BEEF,2010,20.2036132208554,1333.4384725764564
CAN,BEEF,2011,19.713880371554602,1301.1161045226038
CAN,BEEF,2012,19.8217058030981,1308.2325830044747
CAN,BEEF,2013,19.5716168004689,1291.7267088309475
CAN,BEEF,2014,18.113787116554306,1195.5099496925843
CAN,BEEF,2015,16.6801934244329,1100.8927660125714
CAN,BEEF,2016,17.3691334731124,1146.3628092254185
CAN,BEEF,2017,18.3583398733671,1211.6504316422286
CAN,BEEF,2018,18.202211804159397,1201.3459790745203
CAN,BEEF,2019,18.2968239247543,1207.5903790337838
CAN,BEEF,2020,18.4955702762077,1220.7076382297084
CAN,BEEF,2021,18.4539078484063,1217.957917994816
CAN,BEEF,2022,18.426918311436104,1216.1766085547831
CAN,BEEF,2023,18.445926787111198,1217.4311679493392
CAN,BEEF,2024,18.3896574024951,1213.7173885646766
CAN,BEEF,2025,18.2930486617945,1207.3412116784373
CAN,BEEF,2026,18.0043395321845,1188.286409124177
CAN,PIG,1990,20.506466530067502,160.37108440180998
CAN,PIG,1991,20.2755547902267,158.56523617997803
CAN,PIG,1992,22.240329115174998,173.93077897765065
CAN,PIG,1993,21.648329912418102,169.30104162275697
CAN,PIG,1994,22.2636543982095,174.11319465266405
CAN,PIG,1995,21.7925766459048,170.42912505130676
CAN,PIG,1996,20.3856814069382,159.42648279785004
CAN,PIG,1997,19.9486781400559,156.00889314659102
CAN,PIG,1998,22.5027795517872,175.98327598192552
CAN,PIG,1999,23.577601815845103,184.388937277763
CAN,PIG,2000,22.4936532435791,175.91190357158015
CAN,PIG,2001,22.723392054245892,177.70857888576916
CAN,PIG,2002,21.874451796649605,171.06943071738795
CAN,PIG,2003,19.7431881342397,154.40185592161814
CAN,PIG,2004,20.937674486918002,163.74335175666644
CAN,PIG,2005,18.0959292551946,141.51944673934238
CAN,PIG,2006,18.399487836107603,143.8934305131492
CAN,PIG,2007,19.6639146329354,153.78189648834095
CAN,PIG,2008,18.6865880236629,146.13870121069704
CAN,PIG,2009,18.481436285103896,144.53430940914586
CAN,PIG,2010,17.2949026543351,135.25500793774887
CAN,PIG,2011,16.76719295314,131.1280474540436
CAN,PIG,2012,17.4615949953871,136.55862752802733
CAN,PIG,2013,16.3748170199257,128.0594664378805
CAN,PIG,2014,16.1727545172582,126.47923404522436
CAN,PIG,2015,17.7355301806818,138.70094115661408
CAN,PIG,2016,16.9470530691516,132.53464579721123
CAN,PIG,2017,15.8567999483371,124.00830728827732
CAN,PIG,2018,15.40090818644,120.44299991959488
CAN,PIG,2019,16.7340623212075,130.8689489222638
CAN,PIG,2020,16.4922235058749,128.97764536645755
CAN,PIG,2021,15.9939401102189,125.08081368248114
CAN,PIG,2022,15.291418596005899,119.5867351738923
CAN,PIG,2023,15.560041345831197,121.68750283278244
CAN,PIG,2024,16.4078749385883,128.3179963146008
CAN,PIG,2025,16.1783559230783,126.52303991125338
CAN,PIG,2026,16.1930466833926,126.63792919063444
CAN,POULTRY,1990,25.865207291909197,158.71831747307917
CAN,POULTRY,1991,25.831691510225802,158.51265244911286
CAN,POULTRY,1992,25.858203898498,158.67534210441954
CAN,POULTRY,1993,26.398683724277898,161.99192285352345
CAN,POULTRY,1994,28.0336919712088,172.0249280051449
CAN,POULTRY,1995,27.7885708817065,170.52077586501716
CAN,POULTRY,1996,27.616083997567898,169.46233362143937
CAN,POULTRY,1997,28.0483056863137,172.1146030751068
CAN,POULTRY,1998,28.6064353971657,175.53948993715315
CAN,POULTRY,1999,29.800018724390398,182.86375126330472
CAN,POULTRY,2000,31.2164747442528,191.5556404760967
CAN,POULTRY,2001,32.325028808044,198.3581313220882
CAN,POULTRY,2002,32.6151179926013,200.13822404550797
CAN,POULTRY,2003,32.751290963554204,200.973830912719
CAN,POULTRY,2004,32.9191888662222,202.00411349727258
CAN,POULTRY,2005,33.1291682535644,203.2926233741452
CAN,POULTRY,2006,33.4615715174272,205.33237067512147
CAN,POULTRY,2007,33.5926310480402,206.13659961297392
CAN,POULTRY,2008,33.7575960331929,207.14888474913823
CAN,POULTRY,2009,33.2510519842927,204.04054626725065
CAN,POULTRY,2010,32.8554020367331,201.61269431631678
CAN,POULTRY,2011,31.8288952875273,195.3136756280084
CAN,POULTRY,2012,31.542759200666104,193.557840549542
CAN,POULTRY,2013,31.884517492891607,195.6549937063803
CAN,POULTRY,2014,32.686144263059305,200.57406706877302
CAN,POULTRY,2015,34.106557868078,209.29024146320592
CAN,POULTRY,2016,34.8168021819937,213.64855884405225
CAN,POULTRY,2017,34.8912647565798,214.1054882790124
CAN,POULTRY,2018,34.6685498542252,212.73882865092733
CAN,POULTRY,2019,34.7592211080756,213.29522043591845
CAN,POULTRY,2020,34.7376991878375,213.16315410718465
CAN,POULTRY,2021,34.7937556058366,213.50713667217914
CAN,POULTRY,2022,34.863712587312605,213.93641814941824
CAN,POULTRY,2023,35.0513289514341,215.08770038380015
CAN,POULTRY,2024,35.2632165193656,216.38791955065253
CAN,POULTRY,2025,35.3962858713396,217.20448148322026
CAN,POULTRY,2026,35.5212342511111,217.97121017727267
CAN,SHEEP,1990,0.730405560753137,19.920151656903734
CAN,SHEEP,1991,0.764272222611312,20.843787889399415
CAN,SHEEP,1992,0.7411482104912551,20.213133013397865
CAN,SHEEP,1993,0.752332883591848,20.518169552504943
CAN,SHEEP,1994,0.7232214351433108,19.72422095845393
CAN,SHEEP,1995,0.7133232885582471,19.45427150613401
CAN,SHEEP,1996,0.6640678542549089,18.11094147967933
CAN,SHEEP,1997,0.6519480439483101,17.780401198590273
CAN,SHEEP,1998,0.7300942758682092,19.911662069132973
CAN,SHEEP,1999,0.75386709943151,20.560011802677543
CAN,SHEEP,2000,0.8297856976487741,22.630519026784746
CAN,SHEEP,2001,0.911196365023731,24.85080995519266
CAN,SHEEP,2002,0.9104154705430472,24.829512832992194
CAN,SHEEP,2003,0.95250775930177,25.977484344593726
CAN,SHEEP,2004,0.973777594505922,26.557570759252418
CAN,SHEEP,2005,0.982951161869516,26.807758960077706
CAN,SHEEP,2006,1.06642344728395,29.08427583501682
CAN,SHEEP,2007,1.07097524352095,29.208415732389547
CAN,SHEEP,2008,1.02472012923439,27.94691261548336
CAN,SHEEP,2009,1.01334183434821,27.636595482223903
CAN,SHEEP,2010,0.954364264636412,26.02811630826578
CAN,SHEEP,2011,0.93254749542064,25.433113511471994
CAN,SHEEP,2012,0.848751630105078,23.147771730138487
CAN,SHEEP,2013,0.8794851477459429,23.98595857488935
CAN,SHEEP,2014,0.9240696662476372,25.20189998857192
CAN,SHEEP,2015,0.909873857005886,24.814741554705982
CAN,SHEEP,2016,0.93011565497113,25.366790590121727
CAN,SHEEP,2017,0.885564286033079,24.15175325544761
CAN,SHEEP,2018,0.8814221083837059,24.038784774101067
CAN,SHEEP,2019,0.8824536205222779,24.06691692333485
CAN,SHEEP,2020,0.8750183558365621,23.86413697736078
CAN,SHEEP,2021,0.8682797569341322,23.68035700729451
CAN,SHEEP,2022,0.8611601946758171,23.48618712752228
CAN,SHEEP,2023,0.854857955865856,23.314307887250614
CAN,SHEEP,2024,0.8484354138896841,23.139147651536838
CAN,SHEEP,2025,0.854434505169808,23.302759231903853
CAN,SHEEP,2026,0.852247194205182,23.243105296504964
JPN,BEEF,1990,6.1110353324357,403.32833194075624
JPN,BEEF,1991,6.51705486065503,430.125620803232
JPN,BEEF,1992,6.76624358216465,446.5720764228669
JPN,BEEF,1993,7.406406984816459,488.8228609978863
JPN,BEEF,1994,8.12908970529667,536.5199205495802
JPN,BEEF,1995,8.53552209270151,563.3444581182998
JPN,BEEF,1996,8.0840600936175,533.5479661787551
JPN,BEEF,1997,8.19163302689847,540.6477797752991
JPN,BEEF,1998,8.307415037693701,548.2893924877843
JPN,BEEF,1999,8.293815679738081,547.3918348627134
JPN,BEEF,2000,8.74220936213065,576.9858179006229
JPN,BEEF,2001,7.126961723573179,470.37947375582985
JPN,BEEF,2002,7.22116027397778,476.5965780825335
JPN,BEEF,2003,7.0645633989547685,466.26118433101476
JPN,BEEF,2004,7.04078494392668,464.69180629916093
JPN,BEEF,2005,6.30051071378446,415.8337071097744
JPN,BEEF,2006,6.2501667498108695,412.5110054875174
JPN,BEEF,2007,6.44241810109018,425.19959467195196
JPN,BEEF,2008,6.44680991439541,425.4894543500971
JPN,BEEF,2009,6.55364069877195,432.54028611894876
JPN,BEEF,2010,6.77111483412453,446.893579052219
JPN,BEEF,2011,6.788026048915219,448.0097192284045
JPN,BEEF,2012,6.7988612324694,448.7248413429804
JPN,BEEF,2013,6.797340982826929,448.62450486657735
JPN,BEEF,2014,6.76135453251765,446.24939914616493
JPN,BEEF,2015,6.56499286766079,433.2895292656121
JPN,BEEF,2016,6.59765803217517,435.4454301235612
JPN,BEEF,2017,6.61749453885892,436.7546395646887
JPN,BEEF,2018,6.65665150325704,439.33899921496464
JPN,BEEF,2019,6.65726819536328,439.3797008939766
JPN,BEEF,2020,6.67865788802549,440.79142060968235
JPN,BEEF,2021,6.70144762485855,442.29554324066436
JPN,BEEF,2022,6.72546800965366,443.88088863714165
JPN,BEEF,2023,6.753030702027731,445.7000263338303
JPN,BEEF,2024,6.77839856095453,447.374305022999
JPN,BEEF,2025,6.80825444184662,449.344793161877
JPN,BEEF,2026,6.84487541340819,451.76177728494065
JPN,PIG,1990,13.219005972684698,103.37940568381624
JPN,PIG,1991,13.239266981728196,103.53785716479743
JPN,PIG,1992,13.233312144774196,103.4912872860546
JPN,PIG,1993,13.1143795239858,102.56117320040177
JPN,PIG,1994,13.180162132249801,103.07562693169717
JPN,PIG,1995,13.226349164997304,103.43683321344047
JPN,PIG,1996,13.8801568062833,108.54994425426683
JPN,PIG,1997,12.8802403550712,100.73008482812092
JPN,PIG,1998,12.771771077813597,99.8817994546961
JPN,PIG,1999,13.053508147815402,102.0851278226589
JPN,PIG,2000,13.524937521840696,105.77194728619006
JPN,PIG,2001,13.8475396156943,108.29486109709644
JPN,PIG,2002,14.521608220387499,113.5664232620048
JPN,PIG,2003,14.283866797151802,111.70716341362306
JPN,PIG,2004,15.2221177437053,119.044766970003
JPN,PIG,2005,15.109796736997001,118.16635909702784
JPN,PIG,2006,14.1368408411439,110.55734503971513
JPN,PIG,2007,14.400833351571698,112.62190185203507
JPN,PIG,2008,14.6475798207255,114.55158577746866
JPN,PIG,2009,14.293961238717301,111.78610712330196
JPN,PIG,2010,14.485982740420198,113.28781373918359
JPN,PIG,2011,14.740615013387899,115.27916869444383
JPN,PIG,2012,14.6618357150949,114.66307418215244
JPN,PIG,2013,14.641045398549302,114.50048324506506
JPN,PIG,2014,14.8371385790865,116.03403247747134
JPN,PIG,2015,15.0516501049018,117.71162261525767
JPN,PIG,2016,15.3533908778954,120.07139019892557
JPN,PIG,2017,15.413744988910699,120.54339029789136
JPN,PIG,2018,15.3635491129397,120.15083280632328
JPN,PIG,2019,15.3847227047541,120.31642115256412
JPN,PIG,2020,15.392474537586901,120.37704446061551
JPN,PIG,2021,15.399741300004498,120.43387426926596
JPN,PIG,2022,15.410396178524499,120.51720088333262
JPN,PIG,2023,15.438658369829199,120.73822571276682
JPN,PIG,2024,15.453391323169699,120.85344496325023
JPN,PIG,2025,15.475981436850299,121.03011123690618
JPN,PIG,2026,15.5440183592832,121.56219486106092
JPN,POULTRY,1990,12.8448646550366,78.82076038317913
JPN,POULTRY,1991,12.055421808876,73.97645200901181
JPN,POULTRY,1992,12.4077568633772,76.13850802526918
JPN,POULTRY,1993,12.151257361644301,74.56453381009003
JPN,POULTRY,1994,12.1628737807988,74.63581638217445
JPN,POULTRY,1995,12.436527131087999,76.31505284985818
JPN,POULTRY,1996,12.548531402550196,77.0023517883762
JPN,POULTRY,1997,12.3071926120396,75.521409210243
JPN,POULTRY,1998,12.133066517444401,74.45290817522701
JPN,POULTRY,1999,12.1850367047455,74.77181614275648
JPN,POULTRY,2000,12.201018315491199,74.8698851177869
JPN,POULTRY,2001,12.146680269653098,74.53644710923491
JPN,POULTRY,2002,12.024422526665,73.78622914089887
JPN,POULTRY,2003,12.0003568654279,73.63855349239847
JPN,POULTRY,2004,11.094144505330801,68.07770491907537
JPN,POULTRY,2005,11.4900796711236,70.50730707280391
JPN,POULTRY,2006,12.0000651897374,73.63676366429767
JPN,POULTRY,2007,11.870904691052498,72.84418787691305
JPN,POULTRY,2008,11.957401119559801,73.3749614154806
JPN,POULTRY,2009,12.279142023232698,75.34928059710973
JPN,POULTRY,2010,12.6613203498384,77.69446578309926
JPN,POULTRY,2011,12.3375193806978,75.7075052906456
JPN,POULTRY,2012,13.121251759509699,80.5167721606277
JPN,POULTRY,2013,13.1005935474376,80.39000585927617
JPN,POULTRY,2014,13.4809564864311,82.7240511667363
JPN,POULTRY,2015,14.036090229674599,86.13055368209413
JPN,POULTRY,2016,14.0731683115346,86.35807827532595
JPN,POULTRY,2017,14.2707861044102,87.57073291342623
JPN,POULTRY,2018,14.488577098035199,88.90717764703417
JPN,POULTRY,2019,14.5260521743274,89.1371383424636
JPN,POULTRY,2020,14.542959370406301,89.24088704567502
JPN,POULTRY,2021,14.551205504614598,89.2914883237714
JPN,POULTRY,2022,14.603862579946401,89.61461128603473
JPN,POULTRY,2023,14.638917789600804,89.82972279982312
JPN,POULTRY,2024,14.687800858064001,90.12968708357455
JPN,POULTRY,2025,14.732666680562401,90.40500008526928
JPN,POULTRY,2026,14.7683397332609,90.62390290864643
JPN,SHEEP,1990,0.7566964502082769,20.637175914771184
JPN,SHEEP,1991,0.772784736536029,21.075947360073513
JPN,SHEEP,1992,0.811072174437682,22.120150211936778
JPN,SHEEP,1993,0.683020400625741,18.62782910797475
JPN,SHEEP,1994,0.5717943272036271,15.5943907419171
JPN,SHEEP,1995,0.585048734045099,15.955874564866335
JPN,SHEEP,1996,0.5046812160476181,13.764033164935036
JPN,SHEEP,1997,0.444474214245195,12.122024024868953
JPN,SHEEP,1998,0.425857202908588,11.614287352052397
JPN,SHEEP,1999,0.357453177192891,9.748723014351572
JPN,SHEEP,2000,0.32437899811123105,8.84669994848812
JPN,SHEEP,2001,0.31099677173831103,8.481730138317573
JPN,SHEEP,2002,0.297423730970708,8.111556299201126
JPN,SHEEP,2003,0.255047497593419,6.955840843456881
JPN,SHEEP,2004,0.32250379715864097,8.79555810432657
JPN,SHEEP,2005,0.367721359118077,10.028764339583917
JPN,SHEEP,2006,0.370241212096195,10.097487602623499
JPN,SHEEP,2007,0.266869909602761,7.278270261893481
JPN,SHEEP,2008,0.26990705941584,7.361101620431999
JPN,SHEEP,2009,0.272553471515087,7.433276495866009
JPN,SHEEP,2010,0.218548878987418,5.960423972384127
JPN,SHEEP,2011,0.220323466105684,6.008821802882291
JPN,SHEEP,2012,0.19003466176029896,5.182763502553607
JPN,SHEEP,2013,0.125903410107672,3.433729366572872
JPN,SHEEP,2014,0.141513953232254,3.859471451788745
JPN,SHEEP,2015,0.132097180767273,3.602650384561991
JPN,SHEEP,2016,0.14629082116529002,3.989749668144273
JPN,SHEEP,2017,0.147081018341722,4.011300500228781
JPN,SHEEP,2018,0.146439871437671,3.993814675572845
JPN,SHEEP,2019,0.143446750904907,3.912184115588372
JPN,SHEEP,2020,0.140342237169121,3.827515559157845
JPN,SHEEP,2021,0.137343716239079,3.745737715611245
JPN,SHEEP,2022,0.134228443639613,3.6607757356258084
JPN,SHEEP,2023,0.131137847062016,3.5764867380549816
JPN,SHEEP,2024,0.12807763821705,3.4930264968286364
JPN,SHEEP,2025,0.125060060853712,3.4107289323739627
JPN,SHEEP,2026,0.122135792019294,3.330976145980745
KOR,BEEF,1991,5.08548124441692,335.64176213151677
KOR,BEEF,1992,5.685434485131731,375.23867601869426
KOR,BEEF,1993,5.32576490836434,351.50048395204647
KOR,BEEF,1994,5.6988192374228515,376.1220696699082
KOR,BEEF,1995,6.56842853583345,433.5162833650077
KOR,BEEF,1996,6.8293059965343605,450.7341957712678
KOR,BEEF,1997,7.72900961641168,510.11463468317095
KOR,BEEF,1998,6.96936411833191,459.97803180990616
KOR,BEEF,1999,8.27954731591387,546.4501228503156
KOR,BEEF,2000,8.620042071778517,568.9227767373822
KOR,BEEF,2001,7.45828825402875,492.2470247658975
KOR,BEEF,2002,8.466337492606339,558.7782745120185
KOR,BEEF,2003,8.15470785609309,538.210718502144
KOR,BEEF,2004,6.632394529161768,437.73803892467674
KOR,BEEF,2005,6.1122084096397495,403.4057550362235
KOR,BEEF,2006,6.7805607419352985,447.51700896772974
KOR,BEEF,2007,7.56559549700403,499.329302802266
KOR,BEEF,2008,7.79223317198188,514.2873893508041
KOR,BEEF,2009,7.2714925774226495,479.91851010989495
KOR,BEEF,2010,8.39885222340719,554.3242467448746
KOR,BEEF,2011,8.77895139325788,579.4107919550202
KOR,BEEF,2012,8.90372489155124,587.645842842382
KOR,BEEF,2013,9.3105356745783,614.4953545221679
KOR,BEEF,2014,9.74350147493527,643.0710973457278
KOR,BEEF,2015,10.007269536688499,660.4797894214411
KOR,BEEF,2016,10.256626944281699,676.9373783225922
KOR,BEEF,2017,10.3247290881858,681.4321198202629
KOR,BEEF,2018,10.3563577729553,683.5196130150499
KOR,BEEF,2019,10.3681192845295,684.2958727789471
KOR,BEEF,2020,10.404599215830697,686.703548244826
KOR,BEEF,2021,10.4556347000068,690.0718902004489
KOR,BEEF,2022,10.510669888211801,693.704212621979
KOR,BEEF,2023,10.573124453567901,697.8262139354815
KOR,BEEF,2024,10.615219510549696,700.60448769628
KOR,BEEF,2025,10.6723931678348,704.3779490770969
KOR,BEEF,2026,10.737424781614099,708.6700355865305
KOR,PIG,1991,9.930181903009359,77.6591148825091
KOR,PIG,1992,13.366378500085402,104.5319344237448
KOR,PIG,1993,13.498602186006696,105.56599145466777
KOR,PIG,1994,13.9843152069659,109.36451636216923
KOR,PIG,1995,14.585806241872199,114.06848471207745
KOR,PIG,1996,15.6286731558057,122.22423878258303
KOR,PIG,1997,15.4332851835061,120.69620464024001
KOR,PIG,1998,15.223829640369198,119.05815487981039
KOR,PIG,1999,17.5000997841302,136.85975472204387
KOR,PIG,2000,16.3575199565444,127.9241945319498
KOR,PIG,2001,16.995061815944098,132.91009881699873
KOR,PIG,2002,17.4446708171542,136.42627177518028
KOR,PIG,2003,21.421986902297398,167.53092321027452
KOR,PIG,2004,19.7800284010643,154.68996570063106
